Latitude,Longitude,Pays,Ville_Proche,Region
22.7272704,73.8128445,India,Vadodara,India
22.7318966,-105.6222126,Mexico,Escuinapa,North America
22.741763,88.4033336,India,Bhātpāra,India
22.7469468,-103.0117285,Mexico,Villanueva,North America
22.7501504,-100.4937765,Mexico,San Luis Potosí,North America
22.7590965,79.717344,India,Jabalpur,India
22.7895638,-101.0986094,Mexico,San Luis Potosí,North America
22.7896986,88.8755777,India,Bhātpāra,India
22.804824,-103.1367128,Mexico,Valparaíso,North America
22.8332468,88.484509,India,Bhātpāra,India
22.8853907,73.5683373,India,Vadodara,India
22.8982874,75.9754042,India,Indore,India
22.9388581,88.5122233,India,Bhātpāra,India
22.9463937,86.601207,India,Jamshedpur,India
22.9724919,73.5197458,India,Vadodara,India
22.9763719,78.7928188,India,Saugor,India
22.9894171,69.7048649,India,Bhuj,India
23.0135661,78.9446962,India,Saugor,India
23.0148054,78.5097331,India,Saugor,India
23.0194698,72.5905454,India,Ahmadābād,India
23.0284567,78.7839594,India,Saugor,India
23.0298217,-105.9648326,Mexico,Escuinapa,North America
23.0410268,-98.7445378,Mexico,Ciudad Mante,North America
23.0510894,82.6479417,India,Bilāspur,India
23.1042541,71.474731,India,Rājkot,India
23.1085346,78.6992177,India,Saugor,India
23.1276666,75.3011421,India,Ratlām,India
23.1489478,78.3556133,India,Saugor,India
23.1558136,69.0903676,India,Bhuj,India
23.1694203,86.5332813,India,Jamshedpur,India
23.1709694,84.5322833,India,Ranchi,India
23.1911871,76.8390235,India,Bhopal,India
23.1976376,69.2695633,India,Bhuj,India
23.2132108,70.257163,India,Bhuj,India
23.221472,85.9934593,India,Jamshedpur,India
23.2279885,73.5431507,India,Ghandinagar,India
23.2293491,78.5171962,India,Saugor,India
23.2319464,87.1394985,India,Āsansol,India
23.2683345,68.9981062,India,Bhuj,India
23.278864,83.6476413,India,Raurkela,India
23.2901556,79.2608294,India,Jabalpur,India
23.3031932,84.1412455,India,Ranchi,India
23.3301284,72.0864325,India,Ghandinagar,India
23.3435743,77.0476586,India,Bhopal,India
23.3438935,82.6787496,India,Bilāspur,India
23.3534291,85.9598649,India,Jamshedpur,India
23.3624458,70.5475688,India,Bhuj,India
23.3728437,-106.3214068,Mexico,Mazatlán,North America
23.3932663,69.8949401,India,Bhuj,India
23.3986454,-100.7438833,Mexico,Matehuala,North America
23.4022994,72.4254345,India,Ghandinagar,India
23.4027784,83.467746,India,Aurangābād,India
23.4031557,72.2886891,India,Ghandinagar,India
23.4034345,72.689766,India,Ghandinagar,India
23.413998,83.0461511,India,Bilāspur,India
23.4731034,87.4094652,India,Āsansol,India
23.4768641,-100.612738,Mexico,Matehuala,North America
23.5095288,-99.3456423,Mexico,Ciudad Victoria,North America
23.5129918,69.4085956,India,Bhuj,India
23.5158045,91.4732945,India,Comilla,India
23.5365317,83.4846529,India,Aurangābād,India
23.5378857,79.5572806,India,Jabalpur,India
23.5552699,86.3471588,India,Dhanbād,India
23.6294617,75.0782168,India,Ratlām,India
23.651054,70.602167,India,Bhuj,India
23.6623611,-110.4206872,Mexico,La Paz,North America
23.6872296,76.9693208,India,Bhopal,India
23.7004303,84.6842344,India,Ranchi,India
23.7158359,87.7428705,India,Barddhamān,India
23.755167,75.0473687,India,Ratlām,India
23.765367,75.2425557,India,Ratlām,India
23.7822768,-98.5361758,Mexico,Ciudad Victoria,North America
23.7867219,69.894887,India,Bhuj,India
23.7872468,84.4320439,India,Aurangābād,India
23.7875047,91.6465947,India,Agartala,India
23.8119869,80.2407557,India,Jabalpur,India
23.8151185,77.4944078,India,Bhopal,India
23.8173301,78.7873025,India,Saugor,India
23.8354226,79.4431868,India,Saugor,India
23.8429071,-103.017042,Mexico,Juan Aldama,North America
23.8522832,85.459969,India,Ranchi,India
23.8622,-106.8643901,Mexico,La Cruz,North America
23.8779783,-106.6427759,Mexico,La Cruz,North America
23.8932766,85.5854999,India,Ranchi,India
23.9285089,88.66013,India,Rājshāhi,India
23.9363472,84.6177121,India,Aurangābād,India
23.9471883,-104.1291563,Mexico,Durango,North America
23.9600251,-103.5896192,Mexico,Juan Aldama,North America
23.9605753,83.9900925,India,Aurangābād,India
23.9789546,-100.4261401,Mexico,Matehuala,North America
23.9818633,-104.0526911,Mexico,Durango,North America
23.9903407,88.6026784,India,Rājshāhi,India
23.9950585,-104.6866431,Mexico,Durango,North America
24.0079825,76.7338237,India,Bhopal,India
24.0298619,-103.2353668,Mexico,Juan Aldama,North America
24.0729095,91.6008876,India,Agartala,India
24.072948,87.7201379,India,Nawābganj,India
24.0920252,-110.6373104,Mexico,La Paz,North America
24.0947354,87.1610257,India,Āsansol,India
24.0979802,76.8177665,India,Bhopal,India
24.1089634,-110.290667,Mexico,La Paz,North America
24.1103587,85.9522318,India,Dhanbād,India
24.1331332,87.8877014,India,Nawābganj,India
24.1427396,78.9238983,India,Saugor,India
24.1672436,86.1995469,India,Dhanbād,India
24.1776081,-110.441168,Mexico,La Paz,North America
24.182339,87.4567033,India,Āsansol,India
24.1980341,77.711902,India,Bhopal,India
24.2115009,86.8661472,India,Āsansol,India
24.2159227,87.6091489,India,Āsansol,India
24.2219731,72.0799726,India,Ghandinagar,India
24.2351469,83.46853,India,Aurangābād,India
24.2486129,74.1716677,India,Udaipur,India
24.2698474,81.0499325,India,Allahābād,India
24.2734091,-110.6230344,Mexico,La Paz,North America
24.300713,77.1628349,India,Bhopal,India
24.3030199,76.9170763,India,Bhopal,India
24.3070302,85.8182896,India,Dhanbād,India
24.3282046,79.106842,India,Saugor,India
24.3318155,86.9514388,India,Āsansol,India
24.3505785,82.5675605,India,Mirzāpur,India
24.3544001,124.1442273,Japan,Yilan,Japan
24.3698546,79.2175842,India,Saugor,India
24.3724764,77.4185139,India,Bhopal,India
24.3910311,83.5985128,India,Aurangābād,India
24.398607,84.2057737,India,Aurangābād,India
24.4124533,76.5721525,India,Kota,India
24.432707,77.3285585,India,Bhopal,India
24.4408656,87.6960777,India,Nawābganj,India
24.4481434,-104.3658719,Mexico,Canatlán,North America
24.4543451,92.1479699,India,Sylhet,India
24.4562423,81.7685574,India,Allahābād,India
24.4856742,86.2946141,India,Dhanbād,India
24.4981299,87.1266809,India,Bhāgalpur,India
24.5165001,-104.663237,Mexico,Canatlán,North America
24.5393156,80.6587699,India,Fatehpur,India
24.5643762,74.6553504,India,Bhīlwāra,India
24.6090616,81.3612826,India,Allahābād,India
24.6153685,-104.6370844,Mexico,Canatlán,North America
24.6200626,86.3888248,India,Dhanbād,India
24.6219201,79.4912298,India,Saugor,India
24.6228997,86.8566549,India,Bhāgalpur,India
24.6255696,76.6835672,India,Kota,India
24.6485467,79.3076929,India,Saugor,India
24.6584916,87.2805834,India,Bhāgalpur,India
24.6733664,86.5205762,India,Bhāgalpur,India
24.6771696,79.090903,India,Saugor,India
24.6772745,81.7115262,India,Allahābād,India
24.6803502,81.7029244,India,Allahābād,India
24.6823258,75.837522,India,Kota,India
24.6841254,87.699523,India,Nawābganj,India
24.6856763,84.9855097,India,Gaya,India
24.693921,81.2327962,India,Allahābād,India
24.7064163,-103.5636929,Mexico,Cuencamé de Ceniceros,North America
24.7397584,77.9558737,India,Jhānsi,India
24.7465329,76.4455688,India,Kota,India
24.770218,78.8300262,India,Jhānsi,India
24.7726859,81.2601182,India,Allahābād,India
24.789323,79.247252,India,Jhānsi,India
24.8413493,86.8760473,India,Bhāgalpur,India
24.8482828,87.0505668,India,Bhāgalpur,India
24.8938766,77.5404256,India,Jhānsi,India
24.8940107,77.8852531,India,Jhānsi,India
24.9093259,80.7848873,India,Fatehpur,India
24.9103011,-104.2211779,Mexico,Cuencamé de Ceniceros,North America
24.9156997,86.8452674,India,Bhāgalpur,India
24.9542239,76.3003304,India,Kota,India
24.9622104,76.7447638,India,Kota,India
24.9830312,79.0346897,India,Jhānsi,India
24.9846832,-98.7428601,Mexico,San Fernando,North America
25.004547,84.1866513,India,Aurangābād,India
25.0204034,82.6967875,India,Mirzāpur,India
25.0226637,79.224818,India,Jhānsi,India
25.0308262,79.2555803,India,Jhānsi,India
25.0495417,80.1911012,India,Fatehpur,India
25.0552713,87.8253052,India,Nawābganj,India
25.063355,73.8137752,India,Udaipur,India
25.070945,-100.005734,Mexico,Montemorelos,North America
25.0786694,82.7553195,India,Mirzāpur,India
25.0812882,78.5719494,India,Jhānsi,India
25.0822983,83.1606692,India,Vārānasi,India
25.1099936,-98.0306424,Mexico,San Fernando,North America
25.1296788,-80.4105519,United States of America,Key Largo,North America
25.1321301,82.5825613,India,Mirzāpur,India
25.1450327,80.0055227,India,Fatehpur,India
25.1692581,77.0574575,India,Kota,India
25.178203,-105.3188252,Mexico,San Miguel de Papasquiaro,North America
25.1829712,85.8714393,India,Patna,India
25.2147415,84.4931915,India,Aurangābād,India
25.2694779,82.4800864,India,Mirzāpur,India
25.2776488,85.3777262,India,Patna,India
25.2781706,76.8674093,India,Kota,India
25.3138727,84.355365,India,Aurangābād,India
25.3140077,82.9037504,India,Vārānasi,India
25.3169384,77.2683693,India,Gwalior,India
25.3446393,76.8595877,India,Kota,India
25.3763877,-104.6125205,Mexico,Canatlán,North America
25.3959043,72.4579202,India,Pāli,India
25.4029623,82.2073004,India,Allahābād,India
25.4075145,-102.004324,Mexico,Parras de la Fuente,North America
25.4535749,85.648307,India,Patna,India
25.4705144,85.159649,India,Patna,India
25.4834257,81.2858865,India,Allahābād,India
25.5207242,93.1079614,India,Silchar,India
25.5334419,87.8158018,India,Purnea,India
25.542531,77.5393501,India,Gwalior,India
25.5696811,-104.2936407,Mexico,Gómez Palacio,North America
25.588172,76.0305619,India,Kota,India
25.5897655,78.6113626,India,Jhānsi,India
25.5939734,76.8466475,India,Kota,India
25.6015242,77.8809083,India,Jhānsi,India
25.6533562,72.969683,India,Pāli,India
25.6541976,76.7023737,India,Kota,India
25.6782223,85.7434957,India,Muzaffarpur,India
25.6789857,76.1883547,India,Kota,India
25.6791147,75.4909026,India,Tonk,India
25.6817707,74.4579667,India,Bhīlwāra,India
25.6853264,-100.4853666,Mexico,Monterrey,North America
25.7074062,87.7093534,India,Purnea,India
25.7125031,91.9896195,India,Shillong,India
25.721071,76.3348317,India,Tonk,India
25.7544946,81.4391736,India,Allahābād,India
25.7565573,-111.2966269,Mexico,Loreto,North America
25.7586697,-108.9697657,Mexico,Los Mochis,North America
25.7661349,86.0850461,India,Muzaffarpur,India
25.776155,72.9827459,India,Pāli,India
25.801116,73.2353516,India,Pāli,India
25.8066308,-80.8742399,United States of America,Kendall West,North America
25.833872,80.8404251,India,Fatehpur,India
25.839039,75.9128612,India,Tonk,India
25.8537932,85.8592204,India,Muzaffarpur,India
25.8638866,73.7225532,India,Pāli,India
25.8921311,85.0770259,India,Patna,India
25.8975546,84.7660387,India,Patna,India
25.9209386,75.9810805,India,Tonk,India
25.9999431,80.3217408,India,Cawnpore,India
26.0021689,86.0332368,India,Muzaffarpur,India
26.007127,-97.5928771,United States of America,Cameron Park,North America
26.0154476,-108.5580271,Mexico,El Fuerte,North America
26.0257476,-97.6297428,United States of America,San Benito,North America
26.0302634,80.8817927,India,Fatehpur,India
26.04713,-81.263985,United States of America,Immokalee,North America
26.0570818,83.4041021,India,Gorakhpur,India
26.0595958,87.7208054,India,Purnea,India
26.0787017,87.4315571,India,Purnea,India
26.0818136,76.8708417,India,Tonk,India
26.0922598,85.1856503,India,Muzaffarpur,India
26.0996182,127.6895277,Japan,Naha,Japan
26.1031143,88.0291407,India,Purnea,India
26.1067688,84.8228304,India,Muzaffarpur,India
26.1121941,91.4390784,India,Dispur,India
26.1493159,86.761651,India,Hanumānnagar,India
26.1673885,79.9747717,India,Cawnpore,India
26.1899747,127.8139977,Japan,Naha,Japan
26.2217891,84.8582107,India,Muzaffarpur,India
26.2524204,78.6251704,India,Gwalior,India
26.2615376,78.8482639,India,Etāwah,India
26.2776577,82.472436,India,Fyzābād,India
26.3048752,86.0449702,India,Janakpur,India
26.3137328,75.782007,India,Tonk,India
26.3180544,75.7080666,India,Tonk,India
26.3208951,-104.8026583,Mexico,Parral,North America
26.3316095,89.4769959,India,Alīpur Duār,India
26.3377397,75.4648709,India,Tonk,India
26.3441738,-98.745133,United States of America,Rio Grande City,North America
26.3604242,75.0282311,India,Ajmer,India
26.3652766,74.9204018,India,Ajmer,India
26.3670682,78.0875504,India,Gwalior,India
26.3719257,83.0478637,India,Gorakhpur,India
26.3733429,-98.0228591,United States of America,Elsa,North America
26.3803181,84.3943868,India,Birgañj,India
26.3851613,81.935657,India,Fyzābād,India
26.3979711,82.8223014,India,Gorakhpur,India
26.4012012,92.7448292,India,Tezpur,India
26.402363,-81.4222835,United States of America,Immokalee,North America
26.4049423,83.2283003,India,Gorakhpur,India
26.4122997,82.5552924,India,Fyzābād,India
26.4437449,85.4006332,India,Muzaffarpur,India
26.452676,83.887366,India,Gorakhpur,India
26.4672074,77.946148,India,Gwalior,India
26.4730418,81.2885228,India,Lucknow,India
26.4731687,84.1783952,India,Gorakhpur,India
26.4735624,86.1026498,India,Janakpur,India
26.4799652,74.3791022,India,Ajmer,India
26.4896756,91.1275721,India,Samdrup Jongkhar,India
26.5071827,-99.5353469,Mexico,Roma,North America
26.5272598,81.7089284,India,Fyzābād,India
26.5319476,92.9308473,India,Tezpur,India
26.5542444,74.4664679,India,Ajmer,India
26.5633263,74.3812864,India,Ajmer,India
26.565414,76.3587545,India,Jaipur,India
26.5665298,74.8685475,India,Ajmer,India
26.5697909,73.4674061,India,Jodhpur,India
26.570218,82.2199667,India,Fyzābād,India
26.5782616,76.1644584,India,Jaipur,India
26.5856089,74.8272245,India,Ajmer,India
26.5862481,80.5228114,India,Cawnpore,India
26.5862722,82.043785,India,Fyzābād,India
26.5933576,80.2214087,India,Cawnpore,India
26.611618,75.7462377,India,Jaipur,India
26.6151378,-100.0377186,Mexico,Ciudad Sabinas Hidalgo,North America
26.6263536,-111.8138995,Mexico,Loreto,North America
26.6333359,77.6739103,India,Āgra,India
26.6349802,-111.8335392,Mexico,Loreto,North America
26.6461228,-102.1783736,Mexico,Monclova,North America
26.6616715,85.4988657,India,Janakpur,India
26.6635885,-99.9875258,Mexico,Ciudad Sabinas Hidalgo,North America
26.6699217,-104.2523736,Mexico,Gómez Palacio,North America
26.6701776,91.8181211,India,Samdrup Jongkhar,India
26.6746639,78.127111,India,Gwalior,India
26.6782123,-81.0642189,United States of America,Clewiston,North America
26.6927793,-99.9522078,Mexico,Ciudad Sabinas Hidalgo,North America
26.6962857,72.2939625,India,Jodhpur,India
26.6990639,74.2289708,India,Ajmer,India
26.713862,75.0643057,India,Ajmer,India
26.7192636,-97.7687844,United States of America,Raymondville,North America
26.7295084,75.1952362,India,Ajmer,India
26.7310382,78.5173695,India,Fīrozābād,India
26.7434245,-99.4051553,Mexico,Roma,North America
26.7773249,-81.3540483,United States of America,LaBelle,North America
26.785676,-80.6531377,United States of America,Pahokee,North America
26.7904179,83.5144403,India,Gorakhpur,India
26.8010793,-80.0602325,United States of America,Lake Park,North America
26.802852,-106.0188362,Mexico,Santa Bárbara,North America
26.8048465,-80.0616668,United States of America,Lake Park,North America
26.8144685,85.5835124,India,Janakpur,India
26.8198478,76.2590486,India,Jaipur,India
26.8252123,78.691839,India,Etāwah,India
26.829777,78.6929844,India,Etāwah,India
26.8347977,80.9352413,India,Lucknow,India
26.838706,-82.2098629,United States of America,Rotonda,North America
26.8400493,75.2835345,India,Jaipur,India
26.8655825,81.6515638,India,Fyzābād,India
26.8670601,80.1698191,India,Cawnpore,India
26.873576,-82.1784202,United States of America,Rotonda,North America
26.8746012,88.6109396,India,Shiliguri,India
26.8817252,77.2347158,India,Bharatpur,India
26.8951597,72.0529005,India,Jodhpur,India
26.8958601,76.2814567,India,Jaipur,India
26.9049089,83.7261573,India,Gorakhpur,India
26.9053733,75.6943225,India,Jaipur,India
26.9214143,75.980849,India,Jaipur,India
26.9218338,81.4772617,India,Lucknow,India
26.9242551,76.3189919,India,Jaipur,India
26.9324439,82.3584294,India,Fyzābād,India
26.936102,81.1753502,India,Lucknow,India
26.9482948,-82.0012554,United States of America,Punta Gorda,North America
26.9683633,83.9009987,India,Gorakhpur,India
26.9879562,80.2139001,India,Cawnpore,India
26.9924447,80.3475881,India,Cawnpore,India
27.0325292,127.96065,Japan,Naha,Japan
27.0493752,80.937186,India,Lucknow,India
27.06683,-81.451507,United States of America,Lake Placid,North America
27.0758333,75.5754421,India,Jaipur,India
27.0767809,-109.6872627,Mexico,Navojoa,North America
27.0846289,88.6629582,India,Gangtok,India
27.0860154,75.6276946,India,Jaipur,India
27.0980974,81.4115303,India,Lucknow,India
27.1085498,76.2474778,India,Jaipur,India
27.1148644,76.1183211,India,Jaipur,India
27.1226945,78.1094002,India,Āgra,India
27.1305501,-104.90532,Mexico,Camargo,North America
27.1312201,92.5442671,India,Tezpur,India
27.1399024,84.4035527,India,Birgañj,India
27.1569699,70.7691218,India,Saddiqabad,India
27.1720778,82.5155644,India,Fyzābād,India
27.1959258,84.3038308,India,Birgañj,India
27.202647,77.4605917,India,Bharatpur,India
27.203744,-98.934232,United States of America,Rio Bravo,North America
27.2052168,76.0277902,India,Jaipur,India
27.222329,79.0382175,India,Etāwah,India
27.2454873,70.660404,India,Saddiqabad,India
27.2485442,82.8076545,India,Bhairāhawā,India
27.275251,-82.560964,United States of America,Siesta Key,North America
27.2809184,-110.1784442,Mexico,Ciudad Obregón,North America
27.2953172,-112.9878375,Mexico,Santa Rosalía,North America
27.2957846,94.15183,India,Jorhāt,India
27.2964436,-81.8247101,United States of America,Arcadia,North America
27.3189602,-80.6550854,United States of America,Okeechobee,North America
27.338008,-98.1501603,United States of America,Kingsville,North America
27.343295,72.9881859,India,Bīkaner,India
27.3558573,73.184153,India,Bīkaner,India
27.3872419,-99.9722631,Mexico,Nuevo Laredo,North America
27.4014253,-113.2259332,Mexico,Santa Rosalía,North America
27.4105083,-112.5905862,Mexico,Santa Rosalía,North America
27.4282497,81.0322279,India,Sitalpur,India
27.466941,75.5940887,India,Sīkar,India
27.4695564,77.319527,India,Bharatpur,India
27.4871739,-98.6651532,United States of America,Alice,North America
27.487545,-82.6196109,United States of America,Bradenton,North America
27.5145992,88.5827807,India,Gangtok,India
27.5163778,81.9257082,India,Bahraigh,India
27.518561,74.5064921,India,Sīkar,India
27.5372481,75.7521866,India,Sīkar,India
27.5487934,-97.8150913,United States of America,Kingsville,North America
27.549167,-97.250266,United States of America,Corpus Christi,North America
27.5632552,-81.6471763,United States of America,Avon Park,North America
27.603622,75.9904039,India,Alwar,India
27.6187983,76.7744112,India,Alwar,India
27.6188051,78.0545875,India,Hāthras,India
27.6204762,80.1196078,India,Shāhjānpur,India
27.6290519,-110.2638263,Mexico,Esperanza,North America
27.6331665,-113.3779635,Mexico,Guerrero Negro,North America
27.635953,-81.414626,United States of America,Avon Park,North America
27.6387733,-98.2231554,United States of America,Alice,North America
27.6697276,74.2681277,India,Sīkar,India
27.6788653,79.0936716,India,Budaun,India
27.6941683,76.6997489,India,Alwar,India
27.7009259,78.3409061,India,Hāthras,India
27.7058934,78.6307395,India,Budaun,India
27.715244,128.890961,Japan,Naha,Japan
27.7327946,75.0254842,India,Sīkar,India
27.7629095,-98.0443078,United States of America,Alice,North America
27.7728707,95.9752492,India,Dibrugarh,India
27.7732455,-82.3162772,United States of America,Riverview,North America
27.8008159,80.1018998,India,Shāhjānpur,India
27.8246294,79.232286,India,Budaun,India
27.8267192,74.6005106,India,Sīkar,India
27.8272563,75.0120881,India,Sīkar,India
27.8325685,-98.0246446,United States of America,Alice,North America
27.85118,-82.642853,United States of America,Lealman,North America
27.8723913,73.6969539,India,Bīkaner,India
27.9196588,-82.4912868,United States of America,Tampa,North America
27.9248973,-97.8328236,United States of America,Mathis,North America
27.9260949,77.6079234,India,Mathura,India
27.9319889,-97.8302988,United States of America,Mathis,North America
27.9488527,77.1463072,India,Farīdābād,India
27.9546649,75.5773695,India,Sīkar,India
27.9787857,73.5587585,India,Bīkaner,India
27.9815878,-104.6331131,Mexico,Camargo,North America
27.9955137,-97.9770355,United States of America,Mathis,North America
28.018102,-82.2355844,United States of America,Seffner,North America
28.018192,-81.831347,United States of America,Jan Phyl Village,North America
28.0396073,76.1078461,India,Alwar,India
28.047687,78.059586,India,Alīgarh,India
28.0590184,-14.3545538,Spain,Las Palmas de Gran Canaria,Europe West
28.0613522,-16.7338848,Spain,Santa Cruz de Tenerife,Europe West
28.06551,-81.7903818,United States of America,Auburndale,North America
28.101991,76.7970215,India,Gurgaon,India
28.103969,78.0681271,India,Alīgarh,India
28.10721,-81.926621,United States of America,Combee Settlement,North America
28.110183,-82.064061,United States of America,Kathleen,North America
28.1174466,-101.6107766,Mexico,Nueva Rosita,North America
28.1219021,-80.6722586,United States of America,Melbourne,North America
28.1622558,-80.6722903,United States of America,Melbourne,North America
28.1624098,76.6781625,India,Gurgaon,India
28.1771327,74.2643705,India,Bīkaner,India
28.1890229,-81.1458768,United States of America,St. Cloud,North America
28.1905187,-81.5019186,United States of America,Poinciana,North America
28.1932049,73.9650719,India,Bīkaner,India
28.2248929,-80.7421715,United States of America,Viera West,North America
28.2263028,77.4369102,India,Farīdābād,India
28.2488057,79.44014,India,Bareilly,India
28.2677707,75.9873569,India,Bhiwāni,India
28.3083137,-97.7527702,United States of America,Beeville,North America
28.31673,-81.6066133,United States of America,Celebration,North America
28.3500493,74.3747816,India,Sīkar,India
28.3801448,-80.9171408,United States of America,Cocoa West,North America
28.3940702,-108.7450536,Mexico,Esperanza,North America
28.4100154,-82.5355527,United States of America,Shady Hills,North America
28.4180963,-81.1994217,United States of America,Alafaya,North America
28.4269641,-104.4985387,Mexico,Camargo,North America
28.4274662,74.5390882,India,Sīkar,India
28.4399859,76.9205755,India,Gurgaon,India
28.4420214,76.6499593,India,Gurgaon,India
28.445446,-16.308328,Spain,Santa Cruz de Tenerife,Europe West
28.4614923,-80.834184,United States of America,Port St. John,North America
28.4675119,-98.5475496,United States of America,Pleasanton,North America
28.4832276,79.8274418,India,Pīlibhīt,India
28.4838053,-101.8103738,Mexico,Nueva Rosita,North America
28.4987339,-81.2724756,United States of America,Rio Pinar,North America
28.5000928,77.237629,India,Farīdābād,India
28.5365601,-16.2343518,Spain,Santa Cruz de Tenerife,Europe West
28.563454,75.7288456,India,Bhiwāni,India
28.5947246,-81.5567714,United States of America,Ocoee,North America
28.6197581,77.6773557,India,Hāpur,India
28.6688785,-98.0998798,United States of America,Kenedy,North America
28.6957937,-80.8550599,United States of America,Mims,North America
28.7113496,-97.4358073,United States of America,Cuero,North America
28.7367842,-106.9107974,Mexico,Cuauhtémoc,North America
28.7477017,-106.1760727,Mexico,Chihuahua,North America
28.7649517,74.8692725,India,Sirsa,India
28.8324417,-97.8657704,United States of America,Kenedy,North America
28.9194389,-81.4255786,United States of America,DeBary,North America
28.9396932,79.7937295,India,Pīlibhīt,India
29.001505,-96.921662,United States of America,Victoria,North America
29.0043807,-82.1492168,United States of America,Ocala,North America
29.0132475,-82.4615783,United States of America,Citrus Springs,North America
29.0138579,-81.3019534,United States of America,DeLand,North America
29.0552145,76.3663502,India,Rohtak,India
29.0583592,-110.9568088,Mexico,Hermosillo,North America
29.0601083,76.8761991,India,Sonīpat,India
29.0699072,-106.5186772,Mexico,Chihuahua,North America
29.0866345,79.2879052,India,Rāmpur,India
29.108448,-98.8123668,United States of America,Devine,North America
29.11165,-95.3373465,United States of America,Clute,North America
29.115917,-99.896716,United States of America,Uvalde,North America
29.1213216,-82.226137,United States of America,Ocala,North America
29.1837072,-95.8537726,United States of America,Bay City,North America
29.205261,-81.105415,United States of America,Daytona Beach,North America
29.2071398,-98.5941041,United States of America,Lackland AFB,North America
29.2471989,-82.7198152,United States of America,Citrus Springs,North America
29.2519101,78.0024668,India,Muzaffarnagar,India
29.2637465,-104.424843,Mexico,Ojinaga,North America
29.2708818,-110.6359519,Mexico,Hermosillo,North America
29.2775996,77.8057996,India,Muzaffarnagar,India
29.3024645,-104.3900138,Mexico,Ojinaga,North America
29.3059149,-96.0796604,United States of America,Wharton,North America
29.3130028,-98.9158357,United States of America,Devine,North America
29.3508528,73.9242606,India,Abohar,India
29.3626905,77.8883677,India,Muzaffarnagar,India
29.3738973,-100.8677732,United States of America,Del Rio,North America
29.3767423,-82.6037906,United States of America,Newberry,North America
29.379791,-97.885649,United States of America,Seguin,North America
29.3934841,-90.5881557,United States of America,Houma,North America
29.4558516,77.0437977,India,Pānīpat,India
29.458991,78.4685911,India,Morādābād,India
29.475548,-97.3201053,United States of America,Gonzales,North America
29.4842321,-95.9378897,United States of America,Rosenberg,North America
29.513278,77.0226305,India,Pānīpat,India
29.5414881,-95.5557235,United States of America,Missouri City,North America
29.5530951,-90.5378683,United States of America,Bayou Blue,North America
29.5667427,-82.9545857,United States of America,Newberry,North America
29.5934894,77.1197169,India,Karnāl,India
29.6176811,-82.5237018,United States of America,Newberry,North America
29.623326,-83.363151,United States of America,Perry,North America
29.6377718,77.3371358,India,Karnāl,India
29.6508407,-110.1300953,Mexico,Mazatán,North America
29.6522875,78.0777229,India,Muzaffarnagar,India
29.667632,-81.472314,United States of America,Palatka,North America
29.6810744,-110.9584963,Mexico,Hermosillo,North America
29.7066949,-92.6756488,United States of America,Jennings,North America
29.726121,-92.728229,United States of America,Jennings,North America
29.779038,77.1648534,India,Karnāl,India
29.7818294,-81.9421068,United States of America,Keystone Heights,North America
29.7923992,-83.0060023,United States of America,Newberry,North America
29.7952254,-81.6511188,United States of America,Palatka,North America
29.7978587,-82.918211,United States of America,Newberry,North America
29.814193,77.4570624,India,Sahāranpur,India
29.8162451,-98.2969087,United States of America,Canyon Lake,North America
29.8486196,-96.164122,United States of America,Sealy,North America
29.8504423,-95.497612,United States of America,Jersey Village,North America
29.8508502,-95.7184627,United States of America,Cinco Ranch,North America
29.8623951,-97.6647513,United States of America,Lockhart,North America
29.8649619,77.4329938,India,Sahāranpur,India
29.8944814,-98.0162099,United States of America,San Marcos,North America
29.922759,77.5445401,India,Sahāranpur,India
29.9309489,-106.5092754,Mexico,Ahumada,North America
29.9401226,-82.0736029,United States of America,Starke,North America
29.9567246,-82.9226938,United States of America,Live Oak,North America
29.962434,-92.039745,United States of America,Abbeville,North America
29.9688947,-97.3181586,United States of America,Bastrop,North America
29.989899,-93.388237,United States of America,Carlyss,North America
3.0811097,99.2607611,Indonesia,Pematangsiantar,South Asia
3.1488867,-61.1521512,Brazil,Boa Vista,South America
3.3068923,-60.4899075,Brazil,Boa Vista,South America
3.3078239,117.5783709,Indonesia,Tarakan,South Asia
3.3308615,-76.5432092,Colombia,Cali,South America
3.3949396,98.6785595,Indonesia,Medan,South Asia
3.4677715,-60.9113663,Brazil,Boa Vista,South America
3.4778595,98.5960923,Indonesia,Medan,South Asia
3.5054167,98.6661758,Indonesia,Medan,South Asia
3.5936443,116.9257843,Indonesia,Tarakan,South Asia
3.8057796,108.1748736,Indonesia,Buton,South Asia
3.8843837,98.6701629,Indonesia,Medan,South Asia
30.0064061,-98.2988401,United States of America,Canyon Lake,North America
30.010773,77.9955187,India,Dehra Dūn,India
30.0260496,-90.0533373,United States of America,Gretna,North America
30.03604,-96.55841,United States of America,Brenham,North America
30.0476619,-95.7289141,United States of America,Tomball,North America
30.100308,-97.904871,United States of America,Buda,North America
30.101325,-107.411875,Mexico,Nuevo Casas Grandes,North America
30.1038897,-99.1755362,United States of America,Kerrville,North America
30.1104077,78.3053497,India,Dehra Dūn,India
30.1143625,-94.8749254,United States of America,Dayton,North America
30.1384478,-102.5850213,United States of America,Fort Stockton,North America
30.1765774,-84.6664229,United States of America,Quincy,North America
30.200302,-93.666739,United States of America,Orange,North America
30.2024104,74.520961,India,Abohar,India
