LatitudeOrigine,LongitudeOrigine,LatitudeModel,LongitudeModel,DistanceModel,LatitudeRandom,LongitudeRandom,DistanceRandom,PaysOrigine,PaysModel,RegionOrigine,RegionModel,RegionClassifier
17.681711,80.6935426,21.142647,81.35219,389.30915065957976,-16.69430988212585,-143.4734364531562,15345.242433648951,India,India,India,India,India
17.6903007,79.3670586,26.444353,81.66529,997.8790943422716,16.330720525715194,-82.71146295449299,15765.578313985085,India,India,India,India,India
17.7290039,78.9460166,20.416069,80.592064,344.20176655298525,-51.553543252078825,-86.3175910601492,16034.623927770244,India,India,India,India,India
17.7438644,121.740928,11.412437,109.31809,1510.01785751493,7.855587601968509,-10.888282242585175,14101.851832200691,Philippines,Vietnam,South Asia,Ocean,South Asia
17.7655918,-94.0245051,34.933445,-84.513016,2123.091618696596,-68.5384991643677,-41.96441890290791,10431.636190044734,Mexico,United States,North America,North America,North America
17.7846945,83.1418453,16.18728,74.1093,977.8970143324436,81.76376003732517,21.569190833103136,7615.095742681299,India,India,India,India,India
17.8639015,120.4576677,47.721836,6.9412904,10204.639073618888,-35.08731625078035,23.973586421221228,11709.702396840374,Philippines,France,South Asia,Europe West,Europe West
17.9071437,103.1127136,32.67156,-98.6174,13951.705225070566,-4.442269946132612,-76.38225596749376,18513.46367795517,Thailand,United States,South Asia,North America,North America
17.950768,-91.7445731,-30.534529,-58.855526,6418.031904654095,35.833054583809385,5.028189732502426,9451.215437839275,Mexico,Argentina,North America,South America,South America
17.966622,77.9376169,19.350239,83.5553,612.118124176205,25.970079552159547,79.61825373650487,903.0314751161014,India,India,India,India,India
17.9804097,81.4361341,18.646046,75.14341,669.2738837809856,-20.28558085472784,-153.42434230139722,14281.904100340143,India,India,India,India,India
18.0054255,102.2870172,34.27412,-90.11486,14072.262300147138,-17.908260941253204,-84.3136274976444,19335.06153537899,Thailand,United States,South Asia,North America,North America
18.021025,-90.951739,9.60439,108.26197,16300.094638849998,35.52823253845212,-7.559033513077111,8285.872780505797,Mexico,Vietnam,North America,Ocean,South Asia
18.1194925,76.7593342,23.865093,77.45032,640.1786455102585,80.50029128005218,-78.49952879316636,8965.486236630639,India,India,India,India,India
18.1566453,120.644589,45.375725,11.90636,9975.8497237341,-60.67201522442945,-57.43106014555365,15280.832302211084,Philippines,Italy,South Asia,Europe West,Europe West
18.2825313,82.7751465,18.450865,74.28521,897.361230755761,53.03613244222399,42.9405395736305,5163.13971600334,India,India,India,India,India
18.3404441,103.6171452,31.848778,-88.08194,14312.938682196436,-56.95157654240344,34.15474183440955,10515.011389598638,Thailand,United States,South Asia,North America,North America
18.4454208,-90.7907461,36.965126,-88.68885,2062.634908000511,-5.10857782898789,39.989085854752574,14490.154687408942,Mexico,United States,North America,North America,North America
18.4537903,-103.5560225,24.36543,-101.49232,688.5980982882861,10.016252738950683,-74.48039495458252,3268.611682847893,Mexico,Mexico,North America,North America,North America
18.5503099,-87.741871,53.859074,39.695927,10552.991944374638,68.42260240289974,-137.07450028226546,6501.468422427033,Mexico,Russia,North America,Europe East,Europe East
18.5597207,-97.4406461,55.286312,58.951675,11523.777508621326,39.27354572927021,-36.04781022207038,6283.041416484913,Mexico,Russia,North America,Europe East,Europe East
18.6247916,-90.1344612,35.383377,-84.73856,1931.7171384819053,54.32944128953832,-15.983157451183333,7320.919047186483,Mexico,United States,North America,North America,North America
18.7771768,-95.7596496,44.387424,16.360592,10212.262490760191,28.02792774612841,-3.9113940645868297,9227.854481685808,Mexico,Bosnia and Herzegovina,North America,Ocean,Europe West
18.8289738,78.8420534,19.716185,78.53133,103.49927395401434,44.31016881867103,83.96659372405429,2865.648890943547,India,India,India,India,India
18.9243776,75.1799724,22.977707,77.70245,519.7884221394861,-59.38828363341069,-178.51659310347824,12720.515507705291,India,India,India,India,India
18.934968,74.6128482,50.17772,3.6760843,7062.319343376614,58.85844084293345,-96.4365693063061,11343.700979180328,India,France,India,Europe West,Europe West
18.9433274,-98.9030886,22.631332,-101.57009,493.74927042571295,-86.75377656520521,-103.10243394561628,11735.737173525771,Mexico,Mexico,North America,North America,North America
18.9547433,-88.1685583,10.896837,112.84409,15987.042330516224,-87.87142634789795,-25.1133376397768,11989.736696037951,Mexico,Ocean,North America,Ocean,South Asia
19.0576195,-97.7299134,25.01623,-102.737274,837.9646491666257,-75.8171357732343,-61.48267525954411,10815.042989945352,Mexico,Mexico,North America,North America,North America
19.1132144,84.6912405,20.228748,76.707664,846.1447676408288,73.90429171743847,12.11854146316,7438.547071571082,India,India,India,India,India
19.1704959,-96.1267608,25.481363,-96.778076,702.0462936877252,49.46958981167563,-58.10489142615408,4764.349081217491,Mexico,Ocean,North America,Ocean,North America
19.1948431,72.9725983,39.37379,-100.06493,13480.636168981007,41.64953581580591,21.29887293260208,5453.161905123268,India,United States,India,North America,North America
19.2267541,84.7501095,35.321697,-97.69981,13961.387882090714,0.8292470842744422,-100.9647444913519,17701.540017249536,India,United States,India,North America,North America
19.2439015,74.9334652,24.059029,76.6802,562.9591098727325,-88.47901959670804,88.4543539006944,11965.415766907856,India,India,India,India,India
19.2468047,76.2454427,23.897615,79.76473,630.8126695061029,-71.91576160729983,-46.96887603078423,13141.962317270503,India,India,India,India,India
19.2803548,-88.0981502,32.746456,-92.00235,1541.8760853194,37.52822877014937,74.93119718774105,13471.362263197165,Mexico,United States,North America,North America,North America
19.2982512,-99.1731324,45.341053,2.6456773,9389.149239036897,-85.49697183120614,87.07511334260283,12636.522264338502,Mexico,France,North America,Europe West,Europe West
19.3206003,-98.1901624,42.333107,-87.0431,2759.4634757141976,-38.41427584075418,-69.12906195316744,7075.1133087718445,Mexico,United States,North America,North America,North America
19.3305751,-98.1742337,26.34504,-107.241486,1211.4872209454809,-87.60296314507166,108.1727023975116,12379.749306766846,Mexico,Mexico,North America,North America,North America
19.3415028,-102.3654633,36.71598,-104.33118,1935.0620199925097,64.09109709296499,-7.867299215541777,8304.625405584384,Mexico,United States,North America,North America,North America
19.4128205,-102.1166781,29.482733,-107.22646,1229.4034523279242,-80.34076792691994,128.51396286984163,12812.038808311268,Mexico,Mexico,North America,North America,North America
19.4613749,85.0819797,34.452267,-96.52035,14034.971589474251,69.15968385443992,-68.40057125956483,9950.493233314615,India,United States,India,North America,North America
19.527624,-99.0301517,34.54327,134.51111,11779.454103812546,-32.66795520840943,-55.767194221582415,7386.349563406888,Mexico,Japan,North America,Japan,Japan
19.5776377,76.1925069,21.779482,71.213585,573.1225835139337,78.15940811278293,-139.7453838187584,8920.576757533107,India,India,India,India,India
19.6051892,-98.3026255,56.97115,51.706303,11070.962929293715,58.3083183697149,-75.31213979208704,4685.424510699254,Mexico,Russia,North America,Europe East,Europe East
19.6366217,74.1252245,21.98802,75.74349,310.07625914664635,-66.3850456776659,-41.28125160580029,13113.139606250385,India,India,India,India,India
19.7054231,-99.2273464,36.55331,-104.489746,1936.50034756388,33.50940468126353,123.91841129452274,12554.973616936975,Mexico,United States,North America,North America,North America
19.7831132,73.1631947,21.100885,74.94781,236.5634631269565,-42.26124290472386,60.04942530651135,7000.249855700386,India,India,India,India,India
19.7926638,-89.3325425,26.49024,-96.546165,1046.376480100182,6.737671399082487,-145.84080691843434,6262.377665380383,Mexico,Ocean,North America,Ocean,North America
19.8060378,-97.3530092,42.532673,5.7245736,9562.683760479898,-26.53303345678634,132.62524956689896,14890.491089055784,Mexico,Ocean,North America,Ocean,Europe West
19.8561335,86.0177133,16.6996,74.2655,1290.4266200075672,85.11419683028257,-135.15754101058815,8219.666583479733,India,India,India,India,India
19.94093,79.2996336,33.024334,-96.5288,14126.05605936479,46.24667433037732,123.84804704998731,4983.421581373642,India,United States,India,North America,North America
2.1104265,117.813397,47.70315,9.682827,11180.548496607536,38.86387744920893,-70.53637071500924,15388.003336139716,Indonesia,Germany,South Asia,Europe West,Europe West
2.6787843,98.9342762,54.26576,45.046276,7504.955636830977,-52.368091817957165,151.3738673684931,7822.004689573427,Indonesia,Russia,South Asia,Europe East,Europe East
2.9200818,98.7676612,49.215664,7.9831066,9822.17027501599,14.990289758442188,-113.87390751177952,15922.026888978842,Indonesia,Germany,South Asia,Europe West,Europe West
2.9256819,-75.272538,-14.561803,-59.41281,2607.8229722305086,-64.70509816328823,77.56300189660186,12812.784917545385,Colombia,Brazil,South America,South America,South America
20.0005152,-101.8817125,33.00525,-113.74144,1860.771572027401,65.2757128814157,-77.24153872336291,5344.860111226039,Mexico,United States,North America,North America,North America
20.0516698,73.1745487,44.230835,-97.167114,12819.112042143925,87.15584530563407,35.01835325991803,7535.251491313387,India,United States,India,North America,North America
20.0539284,-102.7197188,34.450172,133.8527,11522.364795994174,88.01868853873708,69.14499362323926,8002.729093974494,Mexico,Japan,North America,Japan,Japan
20.0547192,-99.2272981,24.94626,-99.20087,541.6842041295631,12.995136032081676,-84.8770901196288,1718.226018410944,Mexico,Mexico,North America,North America,North America
20.0794382,77.2499412,23.532854,74.66492,466.5142010120206,-83.26432899957324,117.49015189668108,11642.968058023396,India,India,India,India,India
20.0972751,83.092044,23.580591,77.099014,729.6466031349375,-50.50734178609715,-126.78311769282432,15737.436289943997,India,India,India,India,India
20.1460141,-98.4389906,42.289803,7.1911206,9739.028470574038,-73.86690920731121,-100.51226156253333,10430.09819189914,Mexico,Ocean,North America,Ocean,Europe West
20.1747439,85.6127044,-17.228628,-54.026638,15773.914754395995,-61.679553259618494,-71.5026138380113,15066.96268528725,India,Brazil,India,South America,South America
20.1908243,-102.0908792,22.544975,-92.306175,1047.4867053724886,8.907812570296912,-78.08610659640223,2866.904640892293,Mexico,Ocean,North America,Ocean,North America
20.2234323,-97.5950342,19.125294,-102.1622,494.079710360924,7.301638558539551,156.1816315458364,11408.769826119234,Mexico,Mexico,North America,North America,North America
20.2448444,74.4385473,26.523584,81.40263,994.7408294442688,38.53114308034253,-52.572792761789415,11480.153457029191,India,India,India,India,India
20.3019384,79.5495772,21.015097,74.20064,562.9207779096591,8.99907018843355,44.77274296490319,3938.911272291733,India,India,India,India,India
20.4692622,76.5646568,22.850286,75.774796,276.0237546297862,-16.668966500481815,-105.81108687348596,19521.465883678484,India,India,India,India,India
20.4835663,-87.7224984,40.293102,-99.32443,2457.6565580683123,14.675468523152148,-61.32417643061059,2871.2761626819665,Mexico,United States,North America,North America,North America
20.5123182,78.0210182,22.860939,72.49215,628.4129431580963,-86.7337121042163,-175.81657087866222,12369.003680553264,India,India,India,India,India
20.523462,-100.9928528,33.994,-98.97198,1505.9230209457469,-17.556686718798247,47.26711133839936,16681.289934617238,Mexico,United States,North America,North America,North America
20.52558,-100.8144307,34.11013,-105.762245,1582.3270713802724,-19.40995798428604,-148.0112157812252,6781.117881180147,Mexico,United States,North America,North America,North America
20.5516276,74.0325745,24.031729,75.031906,398.8833951847138,-3.973370654509752,-112.4824126160712,18042.66810622382,India,India,India,India,India
20.561055,-87.168815,23.791952,-103.26351,1696.9387361943936,49.02014458050832,28.92458490958936,10055.584965130394,Mexico,Mexico,North America,North America,North America
20.5994926,79.7865187,22.196793,78.98888,195.2395052366888,-24.780458816421344,-148.37082746498683,15086.054382419072,India,India,India,India,India
20.6596972,-101.3430281,21.320562,-96.53905,504.81267874392864,40.384030892134405,6.731132334308569,9976.612029294942,Mexico,Ocean,North America,Ocean,North America
20.6615317,-98.7750131,31.437654,-101.73289,1229.8620110951135,-1.4894507855040615,109.09489346398408,16328.33405741186,Mexico,United States,North America,North America,North America
20.677412,-88.1952734,-5.9538436,-43.63568,5691.902695232536,-42.15892814447942,-172.163077401952,11048.517853607624,Mexico,Brazil,North America,South America,South America
20.6782843,-99.5672129,35.743534,-111.85698,2055.801891254624,-62.095396777150754,174.1759794674212,11823.957914613578,Mexico,United States,North America,North America,North America
20.7241331,-101.9611382,20.06838,-95.83759,643.2602743898602,85.14749253150117,18.79012049393893,7992.689514809468,Mexico,Ocean,North America,Ocean,North America
20.7340569,-100.7739503,-25.614676,-57.112404,6968.524174752927,-9.248512540239416,-73.41479141207977,4468.038743599227,Mexico,Paraguay,North America,Ocean,South America
20.7639664,78.2281038,24.118412,75.279106,479.6807328115839,83.93107023170626,-145.49254720575635,8200.873055786964,India,India,India,India,India
20.818542,-102.7419184,32.480057,-113.14498,1653.834784295124,55.90992224404681,179.18503155047182,7376.577706308441,Mexico,United States,North America,North America,North America
20.8250039,-101.8643224,53.502937,43.472652,11123.99105330996,62.89548234688485,-55.53397134751468,5824.729821152454,Mexico,Russia,North America,Europe East,Europe East
20.9034031,71.0558883,20.614155,74.937515,405.4754013550665,2.6076464399109938,16.57928081220615,6236.282720746382,India,India,India,India,India
20.9159385,-86.8765153,31.647055,-88.70958,1202.8894601015545,63.83386952935536,-7.250474900641194,7431.145759186643,Mexico,United States,North America,North America,North America
20.9558561,78.2943151,24.16446,76.58006,396.6388747392264,-34.52669335081265,161.59166601175465,10721.725027318502,India,India,India,India,India
20.9869737,85.804782,19.88951,76.61983,966.0158592315468,-76.61201360899393,-10.529769913821127,12421.771430955652,India,India,India,India,India
21.021071,85.1464637,18.435755,78.30601,771.9354143588482,-36.333511438826186,78.48520488834538,6386.581198803082,India,India,India,India,India
21.0602295,73.5061906,22.927729,74.91155,252.6270485020197,-43.30712432635549,-0.3514059591218483,10362.197029720017,India,India,India,India,India
21.1242936,-89.35223,58.61441,45.122345,10232.83959745486,-68.36188037328724,84.91395403398775,14739.593304157,Mexico,Russia,North America,Europe East,Europe East
21.1530849,-98.3918804,35.8925,-82.17968,2270.8377753563423,29.069448302833564,-135.82819597953454,3859.1770233011375,Mexico,United States,North America,North America,North America
21.2540495,81.6250984,45.916424,-0.35973084,7735.836976742306,-30.1872328034219,-116.8454816677772,17927.763446769433,India,France,India,Europe West,Europe West
21.2562714,69.9623063,26.826784,76.35428,895.9965010298847,69.05820194647964,-69.50463211736675,9477.165281532292,India,India,India,India,India
21.3425066,-102.3414107,33.367706,-104.709465,1352.8369600511653,61.790205330903405,-121.22741204444938,4721.937677068388,Mexico,United States,North America,North America,North America
21.3529205,-101.9453876,-19.973627,-49.140446,7343.297997784778,-73.03313988334402,-149.2521264975356,11034.49232248988,Mexico,Brazil,North America,South America,South America
21.3541698,-87.7491827,25.682129,-92.22363,662.1164544604527,-50.00838670037098,97.87516146614826,16786.606756548987,Mexico,Ocean,North America,Ocean,North America
21.3666576,-101.5241125,44.302948,7.5278177,9788.947262147089,85.37109585681677,144.14591603403596,7857.868616291024,Mexico,Italy,North America,Europe West,Europe West
21.4159403,72.1639732,25.18104,75.18231,518.79614172585,63.4814587607784,68.13872397883318,4682.721558258948,India,India,India,India,India
21.4188393,81.6746297,41.587456,1.9220111,7630.631374132879,35.874732212604755,15.396799447285474,6552.6767011767015,India,Spain,India,Europe West,Europe West
21.524595,-158.0374413,40.318695,-113.24927,4697.419187014208,26.448718044196283,25.043811685841376,14685.945657774551,United States,United States,North America,North America,North America
21.5262367,70.4506638,25.216013,78.88412,953.849181985254,-10.665199527760931,-14.663674576357836,9948.06323464038,India,India,India,India,India
21.5591418,75.4142696,47.4014,-2.592652,7387.644034841721,5.927217886123259,-63.268318511555705,14588.30335485608,India,France,India,Europe West,Europe West
21.574902,-98.7966766,28.560892,-96.82739,798.9200649795163,-55.140875232587184,122.3002663206671,14964.137153219172,Mexico,United States,North America,North America,North America
21.5808225,69.8756879,19.891933,72.658104,344.8657667689411,-7.212405725318092,-18.87183762889217,10179.337983635762,India,India,India,India,India
21.6174207,73.0955467,47.937447,5.5129004,6598.899800359598,55.38459813546047,-82.1138033793782,11155.487656346211,India,France,India,Europe West,Europe West
21.674927,87.1309698,17.606928,79.13901,951.243901051266,-60.51522786829511,-104.47932355126714,15596.176629089954,India,India,India,India,India
21.6804831,73.1713172,23.141155,72.79322,166.3673042926882,-43.14862548245093,68.69902314974277,7192.282745751946,India,India,India,India,India
21.7082886,71.7581463,22.741817,75.860275,438.1136864162452,-35.19331469993579,176.45595687566637,12668.22889508828,India,India,India,India,India
21.7352095,82.6204973,19.989767,77.54596,562.2833616426502,-26.307258075779263,134.4655006986054,7714.164173215901,India,India,India,India,India
21.7450745,74.8742694,30.16622,-96.96243,14194.416181211867,-74.44827309365688,11.521089408986882,11565.589591334714,India,United States,India,North America,North America
21.7589003,80.053837,19.449604,77.31481,383.2368009272192,-2.63062102406748,146.11623251018693,7668.729994987315,India,India,India,India,India
21.7656176,85.9750377,22.606941,80.67789,554.1302978688921,58.66440172143308,162.61646793458158,7196.147456616911,India,India,India,India,India
21.7759886,-99.9155608,-12.259254,-42.86682,7278.685554951975,25.659451041569568,17.68472458407581,11485.357445225483,Mexico,Brazil,North America,South America,South America
21.7858313,-98.9827557,30.975145,-83.52834,1844.82137544989,86.45071140123417,-164.78414069260697,7433.636390713276,Mexico,United States,North America,North America,North America
21.8427429,-100.4876324,42.169598,5.9590015,9673.656924090055,-34.33691325351869,-99.26448003432156,6218.7705089244455,Mexico,Ocean,North America,Ocean,Europe West
21.8493553,79.1451967,19.982756,77.941444,241.63707386175244,28.92976283475028,138.6119773081865,5975.254412268861,India,India,India,India,India
21.9044841,83.4618178,-12.0030365,-45.887806,14552.074856349744,-64.35766138760941,85.55596296968895,9564.673502803664,India,Brazil,India,South America,South America
21.9580722,70.9694902,22.594612,73.96995,317.1542794593391,4.549786324271324,-67.12024609537974,14601.012426118132,India,India,India,India,India
21.9798966,-100.0477905,24.774776,-101.65048,350.2121436107937,-44.90396617493694,162.79375443747932,12251.48777558987,Mexico,Mexico,North America,North America,North America
21.9829214,-100.8735591,31.276466,-85.377396,1851.83536758424,67.10004899385203,-63.54411920716812,5651.291836672581,Mexico,United States,North America,North America,North America
22.0528657,-102.5426762,32.228107,-109.61465,1326.752759794704,6.613922857216309,-126.62827319565112,3100.6676301504763,Mexico,United States,North America,North America,North America
22.0674928,79.313323,40.290226,-107.36306,13066.509096520174,-38.21751413435941,-162.91331752871557,13885.048350235838,India,United States,India,North America,North America
22.0722886,86.2199322,21.731312,80.23329,619.7287161216861,57.19156443834928,-129.74664451572977,10603.77835686025,India,India,India,India,India
22.1080888,77.9198404,37.070816,-101.680145,13453.65874257131,-30.69624828187679,-1.364453543494335,10281.083802454204,India,United States,India,North America,North America
22.1206143,84.0299142,-12.977919,-53.2516,15401.552120125109,8.429351370690611,-20.28677610856019,11118.433632442551,India,Brazil,India,South America,South America
22.1590429,72.970926,23.276146,77.08587,440.45265989141456,39.49995143342562,98.91822385330744,3119.764796870614,India,India,India,India,India
22.19316,-98.3083516,29.83631,-95.16597,903.178506502545,-39.92263536307768,121.62559742672522,15781.356255975092,Mexico,United States,North America,North America,North America
22.2155251,73.8484102,17.737255,77.41645,620.5932777986653,-70.41737171260996,-61.48247197439244,13914.49197312769,India,India,India,India,India
22.2374059,-102.3310912,20.914282,-98.64939,408.45652144013695,-26.190493364103887,39.55492428799778,16148.186847312303,Mexico,Mexico,North America,North America,North America
22.2482254,75.1819621,23.743977,78.13861,345.4217576059152,-70.9682400075255,-7.121631093542391,12048.222537437448,India,India,India,India,India
22.2514352,-97.8705022,43.854607,9.592413,9628.620941541449,64.51540595955223,-152.68050897373516,6136.752014088993,Mexico,Ocean,North America,Ocean,Europe West
22.2863516,70.9868419,22.478727,77.66956,688.4786366243445,-79.0997665010046,-61.63258949144034,13262.165390724163,India,India,India,India,India
22.2994115,79.6607724,20.91385,78.2179,214.1389971117643,24.85069952779753,13.450436900074862,6696.480387372319,India,India,India,India,India
22.3849234,77.2262665,23.657288,75.10416,259.17255294694024,-20.094782908694256,84.32882794149799,4762.288275681804,India,India,India,India,India
22.3901162,83.9753428,24.885311,79.06044,572.5161212881133,-89.70104955405611,-143.10409518139633,12501.684593608696,India,India,India,India,India
22.4667222,83.6281536,-21.101618,-53.731396,15634.7730490313,-76.62572877593824,46.78203392748338,11271.985150237531,India,Brazil,India,South America,South America
22.5384577,80.8536755,26.68722,79.69853,474.1914120394008,63.88663812661847,12.73798679614228,6709.592753675375,India,India,India,India,India
22.5506501,-100.4795447,21.21979,-95.099,575.2032126189628,-67.21587197126816,-67.02153455702098,10333.308176774395,Mexico,Ocean,North America,Ocean,North America
22.5529675,72.9472825,43.481987,11.794182,6017.352842326967,-73.58127084726254,63.55869310774898,10686.168081220214,India,Italy,India,Europe West,Europe West
22.5989016,-98.3623821,35.625843,-104.79077,1572.5796077452037,77.41301435810834,-98.94719449333064,6096.264271100358,Mexico,United States,North America,North America,North America
22.6992983,72.8488891,47.66217,11.35135,6059.705116337056,-51.92922411351768,152.671650379688,11296.890147967237,India,Germany,India,Europe West,Europe West
22.7318966,-105.6222126,40.199924,-89.57314,2456.66990386248,-57.3016722275201,-11.812309388558248,12329.349072428136,Mexico,United States,North America,North America,North America
22.7366379,88.3267098,20.386276,76.12132,1290.2563882913971,-17.217038943704424,-111.5820133130404,17861.895868639593,India,India,India,India,India
22.7469468,-103.0117285,24.100258,-106.137215,352.8231352787346,-78.7395678480392,-62.64928528120578,11542.46892970587,Mexico,Mexico,North America,North America,North America
22.7895638,-101.0986094,21.968998,-99.626175,176.7773342714773,-49.33228287063136,-33.8238304443496,10383.12202389916,Mexico,Mexico,North America,North America,North America
22.804824,-103.1367128,29.737827,-109.21759,978.8291242339589,-24.95655969616665,-33.22873915547618,9210.978004968436,Mexico,Mexico,North America,North America,North America
22.8405005,88.6276505,19.830332,80.87496,870.3621721864464,-76.17818166288261,-136.144976548733,13577.414857268692,India,India,India,India,India
22.8853907,73.5683373,32.949265,-92.35758,13648.290097389816,55.3534116008554,-79.00062467075333,10953.875428693664,India,United States,India,North America,North America
22.9463937,86.601207,16.832294,79.00474,1044.0366487790636,56.309568635115625,-34.502276150142364,9638.728749902186,India,India,India,India,India
22.9724919,73.5197458,22.558493,75.60074,218.5752426393521,11.196273686687562,131.08061835378004,6225.939879770316,India,India,India,India,India
22.9763719,78.7928188,21.815052,76.367065,280.9397191502153,-44.52763420755004,-178.11733982795838,12779.633043842025,India,India,India,India,India
23.0194698,72.5905454,40.368908,7.074894,6353.809178947019,43.38813835209294,-173.912975281652,10013.001821065933,India,Ocean,India,Ocean,Europe West
23.1042541,71.474731,20.015018,74.65071,474.52564167223255,-79.5153467610377,15.892650329943962,11869.245584282336,India,India,India,India,India
23.1911871,76.8390235,21.555473,76.24566,191.1614209651933,-31.50887929185027,139.76235288328024,9029.599667087894,India,India,India,India,India
23.2017627,77.07933,20.241537,78.24223,349.1539384558896,-29.559142086922392,-67.90789841548724,16478.8992651133,India,India,India,India,India
23.2485464,88.4337999,25.258366,82.2682,664.4250038015615,42.9355025454978,-89.86576681377412,12674.251829222809,India,India,India,India,India
23.278864,83.6476413,23.386679,80.31898,340.62253803916514,-10.912925263110068,-89.42920427488698,18457.10961000152,India,India,India,India,India
23.3435743,77.0476586,22.855696,79.99874,307.1135142574515,-54.099999048885095,-76.78544967018081,15955.903946880988,India,India,India,India,India
23.3534291,85.9598649,22.211044,73.89266,1245.2029596317009,9.298695638790749,-76.08460375731251,15903.818316376586,India,India,India,India,India
23.4031557,72.2886891,24.763876,75.696075,377.8229830541765,80.0726367196869,0.2359559311010457,7111.472708413116,India,India,India,India,India
23.4731034,87.4094652,22.70407,78.31218,935.788979563678,-27.64269635933101,-158.80406468122806,13438.758360301836,India,India,India,India,India
23.5378857,79.5572806,21.788012,79.00316,201.97427443083643,-27.020831827122954,102.28065019588688,6104.577971914271,India,India,India,India,India
23.5977727,70.5978453,21.2973,74.54838,479.80748586137366,-74.5685986121881,-116.6752192857036,14319.77745298522,India,India,India,India,India
23.6609192,-100.65198,34.384613,-107.66286,1369.8371360634517,47.25449199221376,-142.69757024753983,4546.098831967977,Mexico,United States,North America,North America,North America
23.68501,86.9987157,24.361666,77.07235,1012.4017715910502,-78.69655930469646,177.77296161715225,12585.738053285848,India,India,India,India,India
23.7822768,-98.5361758,26.503952,-102.964676,538.7159696774062,-47.183641131844205,172.0354422011041,11868.238958011869,Mexico,Mexico,North America,North America,North America
23.7950839,86.4385239,23.841707,80.42156,613.0683498603149,-70.61961366038042,-75.36884684277956,14666.897783197684,India,India,India,India,India
23.8119869,80.2407557,25.072124,77.35034,324.6168019383923,-14.663662966175536,131.97956201369425,7055.462141025205,India,India,India,India,India
23.8467299,72.1174412,24.693867,77.04253,508.7776830591371,-3.690958882401276,116.51697966894524,5694.094640511959,India,India,India,India,India
23.8932766,85.5854999,38.760532,-91.86734,13063.497179531165,-31.52179407663589,-166.80674721787992,12963.329304458084,India,United States,India,North America,North America
23.9605753,83.9900925,24.341063,83.66537,53.52757453838901,-22.58403409921605,-165.78931882305687,12967.826697580467,India,India,India,India,India
24.0298619,-103.2353668,35.560284,-107.99563,1357.960941217155,-62.70864855193952,-76.58139525060922,9900.066216665256,Mexico,United States,North America,North America,North America
24.0920252,-110.6373104,31.632296,-104.224846,1046.8628157982012,33.62393892859804,36.59654932673007,12741.180337015454,Mexico,United States,North America,North America,North America
24.0947354,87.1610257,-9.333011,-49.05281,15108.689825038166,36.76386889004043,65.17790230090236,2526.142120733327,India,Brazil,India,South America,South America
24.1089634,-110.290667,37.35788,-118.20159,1651.0745913485005,-84.75997341480658,27.148344053329225,13094.551433382085,Mexico,United States,North America,North America,North America
24.1329977,-110.297701,18.889034,-99.32946,1275.4579148207522,-66.28451353824161,-43.08386634298367,11479.322845127032,Mexico,Mexico,North America,North America,North America
24.1427396,78.9238983,22.398188,79.298744,196.97491407467928,20.44352102631197,-80.06479893986169,14576.533635976306,India,India,India,India,India
24.3544001,124.1442273,33.915527,-82.027916,12989.97367126327,74.3244513239888,109.52888216247834,5623.335612069895,Japan,United States,Japan,North America,North America
24.4124533,76.5721525,25.16791,76.952736,92.1069219540714,23.635231233990183,175.18297231731452,9763.450153127123,India,India,India,India,India
24.5643762,74.6553504,21.813627,73.17263,340.3521891580842,50.43851787658491,-4.662732248811068,7202.632308480719,India,India,India,India,India
24.6090616,81.3612826,24.285751,75.00846,645.0932672745664,59.85799294733067,52.67196102006503,4500.726778181648,India,India,India,India,India
24.6485467,79.3076929,32.7937,-97.307396,13636.888842165274,36.45574598182459,-131.97724733891056,12490.331510835067,India,United States,India,North America,North America
24.6772745,81.7115262,21.087042,75.71215,732.669702368868,51.430217852530745,91.88996785185948,3094.234629021999,India,India,India,India,India
24.6803502,81.7029244,30.708656,-93.67073,13854.976206534004,-1.6902784766346457,119.734276528836,5035.62476197138,India,United States,India,North America,North America
24.6823258,75.837522,24.093456,78.13009,241.5374462707428,-38.22412902925222,-149.73178921977865,15491.620880629976,India,India,India,India,India
24.8111167,-107.3871551,29.39312,-97.57117,1097.223930385097,-49.524830844597744,-45.52777268950632,10250.329654594896,Mexico,United States,North America,North America,North America
24.9103011,-104.2211779,23.956472,-102.00106,248.68879257529417,25.17602252294799,-24.893062017529644,7870.38486266045,Mexico,Mexico,North America,North America,North America
24.9156997,86.8452674,20.848286,79.2192,902.6085676932324,-1.9365918878263813,-161.08050832749558,12329.824855170154,India,India,India,India,India
24.9542239,76.3003304,22.689566,76.05482,252.0680407516936,-69.47018278846201,155.44840050791584,12166.134021502954,India,India,India,India,India
25.0812882,78.5719494,22.707737,76.216774,355.8335807358189,87.69763145917358,-49.40282440027599,7386.612202691792,India,India,India,India,India
25.0822983,83.1606692,21.935963,74.82545,919.5999532027112,-11.660837167721157,141.29058727625892,7501.217460128245,India,India,India,India,India
25.1296788,-80.4105519,41.64146,-88.674286,1983.7901834617808,13.289751584367464,120.57315255418912,15188.914664150843,United States,United States,North America,North America,North America
25.1353042,82.5615621,24.944391,76.90701,570.9928229759695,75.43245868027088,86.90703731070016,5599.614094824086,India,India,India,India,India
25.1372989,82.5755781,42.41042,5.8293676,7119.582914718539,81.9434981144077,-122.44485807246087,8040.68148204052,India,Ocean,India,Ocean,Europe West
